url_length,uses_ip,num_dots,protocol,num_subdomains,domain_age_days,dns_valid,whois_info_exists,has_iframe,has_obfuscated_js,label
27,0,2,0,0,-1,1,0,0,0,0
37,0,2,1,0,-1,1,0,0,0,0
25,0,3,1,1,-1,1,0,-1,-1,1
29,0,2,1,1,-1,1,0,0,0,1
22,0,2,0,1,-1,1,0,1,0,1
95,0,4,1,1,-1,0,0,-1,-1,1
126,0,4,1,3,-1,1,0,-1,-1,1
21,0,2,0,1,-1,1,1,0,0,1
64,0,2,1,1,-1,1,0,0,0,0
263,0,13,0,11,-1,1,0,-1,-1,1
37,0,2,1,1,-1,1,0,0,0,0
74,0,3,0,1,-1,0,0,-1,-1,1
17,0,1,1,0,-1,1,0,-1,-1,0
33,0,1,1,0,-1,1,0,-1,-1,0
80,0,2,1,1,-1,1,0,0,0,1
86,0,2,1,0,-1,1,0,0,0,1
20,0,1,1,0,-1,1,0,1,0,0
27,0,2,0,1,-1,1,0,-1,-1,1
30,0,2,1,1,-1,1,0,0,0,0
32,0,2,1,1,-1,1,0,0,0,1
242,0,2,1,0,-1,1,1,0,0,1
50,0,2,0,1,-1,1,0,0,0,1
41,0,2,1,1,-1,1,0,-1,-1,0
50,0,2,0,1,-1,1,0,0,0,1
20,0,1,1,0,-1,1,0,1,0,0
23,0,2,0,1,-1,1,0,0,0,1
38,0,2,0,1,-1,0,0,-1,-1,1
51,0,2,0,0,-1,1,0,0,0,1
115,0,4,0,3,-1,1,0,-1,-1,1
43,0,2,1,1,-1,1,0,-1,-1,0
81,0,3,0,1,-1,1,0,0,0,0
65,0,2,0,1,-1,0,0,-1,-1,1
53,0,2,1,1,-1,1,0,0,0,0
77,0,1,0,0,-1,1,0,0,0,1
32,0,1,1,0,-1,1,0,0,0,0
68,0,1,1,0,-1,1,0,0,0,0
29,0,1,0,0,-1,0,1,-1,-1,1
22,0,2,0,1,-1,1,0,0,0,1
21,0,1,0,0,-1,1,0,-1,-1,0
20,0,1,1,0,-1,1,0,1,0,0
127,0,4,0,3,-1,1,0,-1,-1,1
40,0,3,0,1,-1,1,0,0,0,0
53,0,1,1,0,-1,1,0,0,0,0
81,0,2,0,1,-1,1,0,0,0,1
55,0,1,0,0,-1,1,0,0,0,1
28,0,1,0,0,-1,1,0,-1,-1,0
92,0,2,1,1,-1,0,0,0,0,0
28,0,2,1,1,-1,1,0,-1,-1,1
63,0,1,0,0,-1,1,0,0,0,1
45,0,2,0,1,-1,1,0,-1,-1,1
60,0,3,0,1,-1,0,0,-1,-1,1
82,0,3,0,1,-1,1,0,0,0,0
92,0,2,1,1,-1,1,0,0,0,0
67,0,2,1,0,-1,0,0,-1,-1,1
31,0,2,0,1,-1,1,0,-1,-1,1
44,0,3,1,1,-1,1,0,0,0,0
51,0,1,0,0,-1,0,0,-1,-1,1
25,0,2,1,1,-1,1,0,0,0,1
53,0,2,0,1,-1,1,0,0,0,1
153,0,1,1,0,-1,1,0,0,0,0
32,0,1,1,0,-1,1,0,0,0,0
80,0,2,0,1,-1,1,0,0,0,0
132,0,3,1,1,-1,1,0,0,0,1
32,0,1,1,0,-1,1,0,0,0,0
39,0,1,1,0,-1,1,0,1,0,0
30,0,2,1,1,-1,1,0,0,0,1
68,0,3,0,1,-1,1,0,0,0,1
32,0,1,1,0,-1,1,0,0,0,0
29,0,2,1,1,-1,1,0,-1,-1,0
127,0,4,1,3,-1,1,0,-1,-1,1
26,0,2,0,0,-1,1,0,-1,-1,0
404,0,2,0,0,-1,1,0,0,0,1
64,0,2,1,1,-1,1,0,-1,-1,0
40,0,3,0,1,-1,1,0,0,0,1
63,0,2,0,0,-1,0,0,-1,-1,1
20,0,1,1,0,-1,1,0,1,0,0
36,0,3,0,1,-1,1,0,0,0,1
33,0,1,1,0,-1,1,0,1,0,0
31,0,3,0,1,-1,1,0,0,0,0
44,0,2,0,1,-1,1,0,0,0,1
131,0,1,1,0,-1,1,0,0,0,0
263,0,5,0,1,-1,1,0,0,0,1
33,0,1,1,0,-1,1,0,0,1,0
26,0,2,0,1,-1,0,1,-1,-1,1
45,0,3,1,1,-1,1,0,0,0,1
62,0,2,1,1,-1,1,0,0,0,1
37,0,3,1,1,-1,1,0,0,0,1
70,0,2,1,1,-1,1,0,0,0,1
32,0,2,0,0,-1,1,0,0,0,0
51,0,2,0,1,-1,1,0,0,0,1
105,0,2,0,1,-1,1,0,-1,-1,1
51,0,1,1,0,-1,1,0,1,0,0
52,0,3,0,1,-1,1,0,0,1,0
40,0,1,0,0,-1,1,0,0,0,1
16,0,1,0,0,-1,1,0,-1,-1,0
16,0,1,0,0,-1,1,0,-1,-1,0
39,0,2,0,0,-1,1,0,1,0,1
119,0,2,1,1,-1,0,0,0,0,0
29,0,1,0,0,-1,0,1,-1,-1,1
92,0,2,1,1,-1,1,0,-1,-1,0
60,0,4,0,1,-1,1,1,1,0,1
44,0,3,1,1,-1,1,0,0,0,0
45,0,3,0,1,-1,1,0,0,0,0
17,0,2,0,1,-1,1,0,0,0,1
45,0,2,1,1,-1,1,0,0,0,0
68,0,2,1,1,-1,1,0,0,0,1
20,0,1,1,0,-1,1,0,1,0,0
32,0,2,1,1,-1,1,0,-1,-1,1
72,0,3,0,1,-1,1,0,0,1,1
20,0,1,1,0,-1,1,0,1,0,0
64,0,2,1,1,-1,1,0,0,0,0
43,0,3,0,1,-1,1,0,-1,-1,1
27,0,2,1,1,-1,1,0,1,0,1
132,0,3,1,1,-1,1,0,0,0,1
68,0,2,0,0,-1,0,0,-1,-1,1
50,0,2,1,1,-1,1,0,1,0,0
54,0,2,1,1,-1,0,0,0,0,1
57,0,1,1,0,-1,1,0,1,0,0
77,0,2,0,1,-1,1,0,0,0,1
131,0,5,0,4,-1,1,0,-1,-1,1
68,0,4,0,2,-1,1,0,-1,-1,1
38,0,2,0,0,-1,1,0,0,0,0
44,0,3,1,1,-1,1,0,0,0,0
29,0,2,0,1,-1,1,0,0,0,0
64,0,2,1,1,-1,1,0,0,0,0
35,0,2,0,0,-1,1,0,0,0,0
91,0,2,0,1,-1,0,0,0,0,0
73,0,2,1,1,-1,1,0,0,0,0
27,0,1,1,0,-1,1,0,0,0,0
23,0,1,0,0,-1,0,1,-1,-1,1
104,0,1,1,0,-1,1,0,0,0,0
40,0,2,0,0,-1,1,0,0,0,0
44,0,3,1,1,-1,1,0,0,0,0
34,0,2,1,1,-1,1,0,0,0,1
34,0,2,1,0,-1,1,0,0,0,0
64,0,3,0,1,-1,1,0,0,1,0
66,0,3,0,1,-1,1,0,0,0,1
26,0,2,0,1,-1,1,0,-1,-1,1
123,0,5,1,4,-1,1,0,-1,-1,1
44,0,3,0,1,-1,1,0,0,1,0
64,0,2,1,1,-1,1,0,0,0,0
907,0,6,1,1,-1,1,0,0,0,1
25,0,2,1,1,-1,0,0,-1,-1,1
37,0,2,1,1,-1,1,0,0,0,0
49,0,2,0,1,-1,1,0,-1,-1,1
44,0,2,0,1,-1,0,0,-1,-1,1
57,0,2,1,1,-1,1,0,0,0,0
32,0,1,1,0,-1,1,0,0,0,0
69,0,2,1,1,-1,1,0,0,0,0
47,0,2,1,1,-1,1,0,1,0,1
58,0,2,1,1,-1,1,0,-1,-1,1
60,0,3,0,1,-1,1,0,1,0,0
69,0,4,1,1,-1,1,1,0,0,1
35,0,2,1,1,-1,1,0,1,0,0
106,0,7,0,1,-1,0,0,0,0,1
23,0,2,1,1,-1,1,0,1,0,1
24,0,1,0,0,-1,1,0,-1,-1,0
51,0,4,0,2,-1,1,1,0,0,1
19,0,1,0,0,-1,1,0,0,1,1
33,0,2,0,1,-1,1,0,0,0,1
26,0,2,0,0,-1,1,0,0,0,0
26,0,1,1,0,-1,1,1,1,0,1
38,0,1,1,0,-1,0,0,-1,-1,1
74,0,2,0,1,-1,1,0,0,0,1
54,0,3,0,1,-1,1,0,0,1,0
71,0,2,1,1,-1,1,0,1,0,0
24,0,3,1,1,-1,1,1,0,0,1
152,0,1,0,0,-1,1,0,0,0,0
21,0,1,0,0,-1,1,0,1,0,1
73,0,2,1,1,-1,1,0,-1,-1,1
57,0,3,0,1,-1,1,0,0,0,1
27,0,2,1,1,-1,1,0,1,0,1
42,0,2,0,1,-1,1,1,0,0,1
32,0,1,1,0,-1,1,0,0,0,0
145,0,1,1,0,-1,1,0,0,0,0
36,0,2,0,1,-1,1,0,1,0,1
32,0,1,1,0,-1,1,0,0,0,0
85,0,2,1,1,-1,1,0,-1,-1,1
35,0,2,1,0,-1,1,0,-1,-1,0
39,0,2,1,1,-1,1,0,1,0,0
41,0,1,1,0,-1,1,0,1,0,0
35,0,2,1,1,-1,1,0,0,0,0
24,0,2,1,1,-1,1,0,0,0,0
64,0,2,1,1,-1,1,0,0,0,0
53,0,3,1,1,-1,1,0,0,0,1
20,0,1,1,0,-1,1,0,1,0,0
55,0,1,1,0,-1,1,0,1,0,0
33,0,2,0,1,-1,1,0,-1,-1,1
26,0,2,1,1,-1,1,0,1,0,1
55,0,2,1,0,-1,1,0,0,0,0
31,0,2,0,1,-1,1,0,0,0,0
65,0,5,0,4,-1,0,0,-1,-1,1
41,0,2,1,1,-1,1,0,0,0,0
37,0,2,1,1,-1,1,0,0,0,0
56,0,2,0,0,-1,0,0,-1,-1,1
55,0,3,1,1,-1,1,0,-1,-1,0
64,0,2,1,1,-1,1,0,0,0,0
16,0,1,0,0,-1,1,0,-1,-1,0
85,0,2,1,1,-1,1,0,0,0,0
64,0,2,1,1,-1,1,0,0,0,0
39,0,3,1,1,-1,1,0,0,0,0
62,0,2,1,1,-1,1,0,-1,-1,1
53,0,3,0,1,-1,1,0,0,1,0
64,0,2,1,1,-1,1,0,0,0,0
66,0,3,0,1,-1,1,0,0,1,1
64,0,2,1,1,-1,1,0,0,0,0
32,0,1,1,0,-1,1,0,0,0,0
40,0,1,0,0,-1,1,0,1,0,1
20,0,1,1,0,-1,1,0,1,0,0
32,0,1,0,0,-1,1,0,0,0,0
94,0,3,0,2,-1,1,0,-1,-1,1
44,0,3,0,1,-1,1,0,0,0,1
64,0,2,1,1,-1,1,0,0,0,0
50,0,3,0,1,-1,1,0,0,1,0
20,0,1,1,0,-1,0,1,-1,-1,1
64,0,2,1,1,-1,1,0,0,0,0
47,0,1,1,0,-1,1,0,0,0,0
26,0,2,1,1,-1,1,0,-1,-1,1
34,0,2,0,1,-1,0,1,-1,-1,1
69,0,2,1,1,-1,1,0,0,0,0
43,0,2,0,0,-1,1,0,0,0,1
29,0,1,1,0,-1,1,0,0,0,0
44,0,3,1,1,-1,1,0,0,0,0
20,0,1,1,0,-1,1,0,1,0,0
89,0,3,0,1,-1,1,0,0,1,0
98,1,4,0,0,-1,0,0,-1,-1,1
67,0,3,1,1,-1,1,0,1,1,0
64,0,2,1,1,-1,1,0,0,0,0
55,0,2,0,1,-1,1,0,1,0,1
19,0,1,1,0,-1,1,0,-1,-1,1
40,0,2,1,0,-1,1,0,0,0,0
64,0,2,1,1,-1,1,0,0,0,0
44,0,3,1,1,-1,1,0,0,0,0
102,0,3,0,1,-1,1,0,0,0,1
22,0,2,1,1,-1,1,0,0,0,1
64,0,2,0,1,-1,1,0,0,0,1
72,0,2,0,1,-1,0,0,-1,-1,1
30,0,1,0,0,-1,1,0,-1,-1,0
42,0,3,0,1,-1,1,0,0,0,0
31,0,2,0,1,-1,1,0,0,0,1
45,0,1,1,0,-1,1,0,0,0,0
21,0,1,0,0,-1,1,1,0,0,1
44,0,3,0,1,-1,1,0,0,0,0
30,0,2,0,1,-1,1,0,-1,-1,1
77,0,2,1,1,-1,1,0,-1,-1,1
64,0,3,0,0,-1,1,1,0,0,1
63,0,3,0,1,-1,1,0,0,1,0
30,0,2,0,0,-1,1,0,-1,-1,1
34,0,3,1,1,-1,1,0,1,0,1
44,0,3,1,1,-1,1,0,0,0,0
42,0,1,0,0,-1,0,1,-1,-1,1
51,0,3,0,1,-1,1,0,0,0,0
80,0,2,0,1,-1,1,0,-1,-1,1
105,0,2,1,1,-1,1,0,0,1,0
68,0,2,1,1,-1,1,0,0,0,0
64,0,2,1,1,-1,1,0,0,0,0
61,0,1,1,0,-1,1,0,1,0,0
121,0,3,0,1,-1,1,0,0,0,1
26,0,2,0,0,-1,1,0,-1,-1,0
44,0,3,1,1,-1,1,0,0,0,0
28,0,1,1,0,-1,1,0,1,0,1
50,0,1,1,0,-1,1,0,-1,-1,0
34,0,1,0,0,-1,1,0,0,0,1
32,0,1,0,0,-1,1,0,0,0,0
29,0,1,1,0,-1,1,0,0,0,0
50,0,2,0,1,-1,1,0,0,0,1
62,0,3,1,1,-1,0,0,-1,-1,1
70,0,5,0,1,-1,0,0,-1,-1,1
68,0,1,1,0,-1,1,0,0,0,0
32,0,3,1,1,-1,1,0,0,0,0
32,0,2,1,1,-1,1,0,-1,-1,1
47,0,2,0,1,-1,1,0,0,1,0
35,0,2,1,1,-1,1,0,0,0,0
59,0,4,0,2,-1,1,1,0,0,1
66,0,2,1,1,-1,1,0,0,0,0
202,0,2,1,0,-1,1,0,0,0,1
80,0,3,0,1,-1,1,0,1,0,1
51,0,2,1,1,-1,1,0,1,0,1
40,0,2,0,0,-1,1,0,0,0,0
31,0,1,0,0,-1,1,0,0,0,0
28,0,1,1,0,-1,1,0,0,0,0
75,0,3,0,0,-1,1,0,0,0,1
23,0,1,1,0,-1,1,0,-1,-1,1
40,0,1,1,0,-1,1,0,0,0,1
72,0,2,1,1,-1,1,0,0,0,0
71,0,2,0,1,-1,1,0,0,0,1
53,0,3,0,1,-1,1,0,0,1,0
75,0,2,1,1,-1,1,0,0,0,0
64,0,2,1,1,-1,1,0,0,0,0
55,0,2,1,1,-1,1,0,-1,-1,1
38,0,2,0,1,-1,1,0,0,0,1
29,0,1,1,0,-1,1,0,-1,-1,0
17,0,1,0,0,-1,1,0,0,1,0
35,0,1,1,0,-1,1,0,-1,-1,1
51,0,1,0,0,-1,1,0,0,0,1
64,0,2,1,1,-1,1,0,-1,-1,0
64,0,2,1,1,-1,1,0,0,0,0
74,0,3,0,1,-1,1,0,0,0,0
64,0,2,1,1,-1,1,0,0,0,0
77,0,1,0,0,-1,1,0,0,0,1
22,0,2,1,1,-1,1,0,1,0,1
39,0,3,1,1,-1,1,0,1,0,0
64,0,2,1,1,-1,1,0,0,0,0
73,0,2,0,1,-1,0,0,0,0,0
53,0,2,1,1,-1,0,0,0,0,0
33,0,2,0,0,-1,1,0,-1,-1,0
78,0,3,1,1,-1,1,0,0,0,0
52,0,2,1,1,-1,1,0,0,0,0
31,0,1,0,0,-1,1,0,0,0,0
59,0,2,1,1,-1,1,0,-1,-1,0
31,0,2,1,1,-1,1,1,-1,-1,1
111,0,3,0,1,-1,1,0,0,0,1
82,0,2,0,1,-1,0,0,0,0,0
51,0,3,1,1,-1,1,0,0,0,0
44,0,3,1,1,-1,1,0,0,0,0
39,0,1,0,0,-1,1,0,1,0,0
53,0,2,0,1,-1,1,0,1,0,1
66,0,2,1,1,-1,1,0,0,0,0
20,0,1,1,0,-1,1,0,1,0,0
20,0,1,1,0,-1,1,0,1,0,0
34,0,2,1,1,-1,1,0,0,0,0
44,0,3,1,1,-1,1,0,0,0,0
50,1,3,0,0,-1,0,0,0,0,1
45,0,1,0,0,-1,1,0,0,0,1
158,0,3,0,1,-1,0,0,-1,-1,1
34,0,2,1,1,-1,1,0,-1,-1,1
25,0,1,1,0,-1,1,0,0,0,1
88,0,3,0,1,-1,0,0,-1,-1,1
44,0,3,0,1,-1,1,0,0,1,0
64,0,2,1,1,-1,1,0,0,0,0
88,0,3,0,1,-1,1,0,-1,-1,1
96,0,2,1,1,-1,1,0,0,0,0
44,0,1,1,0,-1,1,0,0,0,0
45,0,4,0,3,-1,1,0,-1,-1,1
67,0,3,0,1,-1,1,0,0,0,1
32,0,1,1,0,-1,1,0,0,0,0
72,0,3,0,0,-1,0,0,-1,-1,1
132,0,3,1,1,-1,1,0,0,0,1
55,0,3,0,1,-1,1,1,0,0,1
47,0,1,1,0,-1,1,0,1,0,0
68,0,2,1,1,-1,1,0,-1,-1,1
27,0,2,0,1,-1,1,0,-1,-1,1
129,0,2,0,0,-1,0,0,-1,-1,1
73,0,2,1,1,-1,1,0,0,0,0
51,0,2,0,1,-1,1,0,1,0,1
40,0,2,1,0,-1,1,0,0,0,0
68,0,2,1,1,-1,1,0,0,0,0
28,0,3,1,1,-1,1,0,-1,-1,1
21,0,2,0,1,-1,1,0,0,0,1
51,0,3,1,1,-1,1,0,0,0,0
36,0,1,0,0,-1,1,0,0,0,0
35,0,2,1,1,-1,1,0,0,0,1
64,0,2,1,1,-1,1,0,0,0,0
56,0,2,1,1,-1,1,0,0,0,0
82,0,2,1,1,-1,1,0,-1,-1,0
92,0,1,1,0,-1,1,0,0,0,1
31,0,2,0,1,-1,1,0,0,0,0
23,0,2,1,0,-1,1,0,0,0,1
35,0,2,0,1,-1,0,0,-1,-1,1
32,0,3,0,1,-1,1,0,-1,-1,1
54,0,2,0,1,-1,0,0,-1,-1,1
55,0,1,1,0,-1,1,0,1,0,0
31,0,2,1,1,-1,1,0,-1,-1,0
56,0,2,1,1,-1,1,0,-1,-1,0
629,0,2,0,1,-1,1,0,-1,-1,1
47,0,2,0,1,-1,0,0,-1,-1,1
33,0,1,0,0,-1,0,0,-1,-1,1
64,0,2,1,1,-1,1,0,0,0,0
81,0,3,0,1,-1,1,0,0,0,1
35,0,2,0,1,-1,1,0,-1,-1,1
110,0,2,1,1,-1,0,0,0,0,0
80,0,1,1,0,-1,1,0,0,0,1
47,0,2,1,1,-1,1,0,-1,-1,0
66,0,3,0,1,-1,1,0,0,1,0
39,0,3,1,1,-1,1,0,0,0,0
20,0,1,1,0,-1,1,0,1,0,0
28,0,2,1,1,-1,1,0,-1,-1,1
92,0,2,0,1,-1,1,0,0,0,1
51,0,2,1,0,-1,1,0,0,0,0
66,0,3,0,2,-1,0,0,-1,-1,1
106,0,2,0,1,-1,0,0,-1,-1,1
52,0,3,0,1,-1,1,0,0,0,1
37,0,2,0,1,-1,1,0,0,0,1
40,0,3,1,1,-1,1,0,0,0,0
34,0,2,1,1,-1,1,0,-1,-1,1
63,0,3,0,1,-1,1,0,0,0,1
30,0,1,1,0,-1,0,0,-1,-1,1
105,0,2,1,1,-1,1,0,-1,-1,1
30,0,2,1,1,-1,1,0,0,0,1
28,0,2,0,1,-1,1,0,1,0,1
83,0,2,1,1,-1,0,0,0,0,0
44,0,1,0,0,-1,0,1,-1,-1,1
25,0,2,1,1,-1,1,0,1,0,1
39,0,2,1,0,-1,0,0,-1,-1,1
37,0,2,0,1,-1,1,0,0,0,1
40,0,1,0,0,-1,1,0,1,0,0
35,0,3,0,1,-1,1,0,0,0,1
328,0,3,1,1,-1,1,1,-1,-1,1
32,0,1,0,0,-1,1,0,0,0,0
44,0,3,0,1,-1,1,0,-1,-1,1
25,0,2,0,1,-1,0,0,-1,-1,1
122,0,2,1,1,-1,1,0,0,0,1
27,0,1,1,0,-1,1,0,0,1,0
64,0,2,1,1,-1,1,0,0,0,0
69,0,4,1,3,-1,1,0,-1,-1,1
37,0,2,0,1,-1,1,0,0,0,1
30,0,2,1,1,-1,1,0,-1,-1,0
64,0,3,0,1,-1,1,0,0,0,1
26,0,2,1,1,-1,1,0,0,0,0
32,0,2,1,1,-1,1,0,0,0,0
61,0,2,0,1,-1,1,0,-1,-1,1
34,0,2,0,1,-1,1,0,0,0,1
27,0,2,0,1,-1,1,1,0,0,1
77,0,2,1,1,-1,0,0,-1,-1,1
41,0,2,0,1,-1,1,0,0,0,1
20,0,1,1,0,-1,1,0,1,0,0
78,0,4,1,3,-1,1,0,-1,-1,1
49,0,2,1,0,-1,1,0,1,0,0
40,0,1,1,0,-1,0,0,-1,-1,1
64,0,3,0,1,-1,1,0,0,0,1
20,0,1,1,0,-1,1,0,1,0,0
44,0,3,1,1,-1,1,0,0,0,0
63,0,2,1,1,-1,1,0,0,0,0
34,0,2,0,1,-1,1,0,0,0,1
51,0,1,0,0,-1,1,0,0,0,1
47,0,3,0,1,-1,1,0,0,0,0
37,0,2,1,1,-1,1,0,0,0,0
32,0,1,1,0,-1,1,0,0,0,0
32,0,1,1,0,-1,1,0,0,0,0
27,0,2,0,1,-1,1,0,0,0,1
22,0,1,1,0,-1,0,1,-1,-1,1
70,0,2,1,1,-1,1,0,0,0,0
64,0,2,1,1,-1,1,0,0,0,0
29,0,2,1,1,-1,1,0,0,0,1
223,0,1,1,0,-1,1,0,0,0,0
47,0,3,0,1,-1,1,0,0,0,1
28,0,3,1,1,-1,1,1,0,0,1
25,0,1,0,0,-1,0,0,-1,-1,1
64,0,2,1,1,-1,1,0,0,0,0
31,0,1,0,0,-1,1,0,0,0,1
86,0,3,0,1,-1,1,0,-1,-1,1
39,0,2,0,1,-1,1,0,0,0,1
29,0,2,0,0,-1,1,0,-1,-1,0
107,0,4,0,0,-1,0,0,-1,-1,1
43,0,3,0,1,-1,1,0,0,0,0
49,0,2,0,1,-1,1,1,-1,-1,1
49,0,3,0,1,-1,1,0,0,1,0
33,0,2,0,0,-1,1,0,1,0,0
54,0,2,0,1,-1,1,0,0,0,1
83,0,2,0,1,-1,1,0,0,0,1
32,0,1,1,0,-1,1,0,0,0,0
72,0,2,1,1,-1,1,0,0,0,1
60,0,3,1,1,-1,1,0,-1,-1,0
32,0,1,1,0,-1,1,0,0,0,0
41,0,2,1,1,-1,1,0,0,0,0
44,0,3,1,1,-1,1,0,0,0,0
32,0,1,1,0,-1,1,0,0,0,0
16,0,1,0,0,-1,1,0,-1,-1,0
40,0,2,0,1,-1,0,0,-1,-1,1
29,0,1,1,0,-1,1,0,0,0,0
72,0,2,0,1,-1,1,0,0,0,1
24,0,2,1,1,-1,1,0,1,0,1
64,0,2,1,1,-1,1,0,0,0,0
59,0,1,1,0,-1,1,0,0,0,0
52,0,2,1,1,-1,1,0,0,0,0
32,0,1,1,0,-1,1,0,0,0,0
42,0,3,0,1,-1,1,0,0,0,1
83,0,2,1,1,-1,1,0,0,0,0
33,0,4,0,2,-1,1,1,0,0,1
112,0,3,0,1,-1,1,0,1,0,1
33,0,3,0,1,-1,1,0,-1,-1,1
54,0,3,0,1,-1,1,0,0,1,0
55,0,2,1,0,-1,1,0,-1,-1,0
44,0,3,1,1,-1,1,0,0,0,0
27,0,2,0,1,-1,1,0,1,0,1
37,0,3,1,1,-1,1,0,0,0,1
68,0,4,0,3,-1,1,0,-1,-1,1
33,0,1,0,0,-1,1,0,0,0,0
48,0,4,0,1,-1,1,0,0,0,1
46,0,5,0,3,-1,1,0,-1,-1,1
61,0,3,0,1,-1,1,0,0,1,1
58,0,5,0,2,-1,1,1,0,0,1
49,0,2,0,1,-1,1,0,0,0,1
65,0,2,0,1,-1,1,0,0,0,1
32,0,1,1,0,-1,1,0,0,0,0
20,0,1,1,0,-1,1,0,1,0,0
42,0,2,1,1,-1,1,0,0,1,0
40,0,1,1,0,-1,1,0,0,0,1
53,0,3,0,1,-1,1,1,1,0,1
40,0,2,1,0,-1,1,0,0,0,0
29,0,2,1,1,-1,1,0,0,0,1
60,0,1,1,0,-1,1,0,0,0,0
101,0,2,1,1,-1,1,0,0,0,0
54,0,2,0,1,-1,1,0,0,0,1
50,0,1,1,0,-1,1,0,1,0,0
32,0,1,1,0,-1,1,0,0,0,0
19,0,1,1,0,-1,1,0,1,0,1
138,0,2,0,0,-1,1,0,0,0,1
35,0,1,0,0,-1,1,0,0,0,0
34,0,2,1,1,-1,1,0,0,1,1
43,0,2,1,0,-1,0,0,-1,-1,1
51,0,2,1,1,-1,1,0,1,0,0
71,0,2,1,1,-1,1,0,0,0,0
43,0,3,0,0,-1,1,0,-1,-1,1
69,0,2,0,1,-1,1,0,1,0,1
25,0,1,0,0,-1,1,0,-1,-1,0
58,0,2,1,1,-1,1,0,0,0,0
82,0,3,0,1,-1,1,0,0,1,0
64,0,2,1,1,-1,1,0,0,0,0
41,0,2,1,1,-1,1,0,0,0,1
32,0,2,1,1,-1,1,0,0,0,0
26,0,2,0,1,-1,1,0,-1,-1,1
63,0,3,0,1,-1,1,0,0,0,1
35,0,2,0,1,-1,0,0,0,0,1
40,0,2,1,0,-1,1,0,0,0,0
39,0,2,1,1,-1,1,0,1,0,0
85,0,2,1,0,-1,1,0,1,0,0
53,0,3,0,1,-1,1,0,0,1,0
39,0,3,1,1,-1,1,0,0,0,0
27,0,1,0,0,-1,0,0,-1,-1,1
37,0,2,1,0,-1,1,0,0,0,0
29,0,2,0,0,-1,1,0,0,0,0
68,0,2,1,1,-1,1,0,-1,-1,1
70,0,3,0,1,-1,1,0,0,0,1
20,0,1,1,0,-1,1,0,1,0,0
45,0,1,0,0,-1,1,0,0,0,1
63,0,2,1,1,-1,1,0,0,0,0
89,0,3,0,1,-1,1,0,0,0,1
64,0,2,1,1,-1,1,0,0,0,0
25,0,2,0,1,-1,1,0,-1,-1,1
38,0,1,1,0,-1,1,0,-1,-1,0
57,0,3,0,1,-1,1,0,1,0,1
73,0,2,0,1,-1,0,0,0,0,0
49,0,1,1,0,-1,1,0,-1,-1,0
138,0,2,0,0,-1,1,1,-1,-1,1
52,0,4,1,1,-1,0,1,-1,-1,1
26,0,1,0,0,-1,1,0,-1,-1,0
37,0,2,1,1,-1,1,0,0,0,0
92,0,2,1,1,-1,1,0,0,0,0
34,0,2,0,0,-1,1,0,0,0,0
25,0,2,1,1,-1,1,1,-1,-1,1
26,0,2,1,1,-1,1,0,1,0,1
64,0,2,1,1,-1,1,0,0,0,0
21,0,1,0,0,-1,1,0,1,1,1
44,0,3,1,1,-1,1,0,-1,-1,0
77,0,1,0,0,-1,1,0,0,0,1
44,0,1,1,0,-1,1,0,0,0,0
83,0,2,1,1,-1,0,0,0,0,0
32,0,1,1,0,-1,1,0,0,0,0
43,0,2,1,1,-1,1,0,0,0,1
40,0,2,1,1,-1,1,0,0,1,0
43,0,2,1,1,-1,1,0,-1,-1,1
70,0,2,1,1,-1,1,0,-1,-1,0
40,0,4,1,3,-1,1,0,-1,-1,1
51,0,2,1,1,-1,1,0,1,0,0
35,0,2,0,1,-1,1,0,0,0,0
62,0,3,0,1,-1,1,0,0,0,1
36,0,1,0,0,-1,1,0,1,0,0
32,0,1,1,0,-1,1,0,0,0,0
50,0,1,1,0,-1,1,0,1,0,0
45,0,4,1,3,-1,1,0,-1,-1,1
30,0,3,0,1,-1,1,0,0,0,0
52,0,2,1,1,-1,1,0,0,0,0
29,0,2,0,0,-1,1,0,0,0,0
39,0,3,0,1,-1,1,0,0,0,0
38,0,1,1,0,-1,1,0,0,0,0
103,0,2,1,1,-1,1,0,0,0,1
45,0,3,0,1,-1,1,0,0,1,0
70,0,3,0,1,-1,1,0,0,0,1
60,0,2,1,1,-1,1,0,0,0,0
159,0,4,1,1,-1,1,0,0,0,1
74,0,2,0,0,-1,1,0,0,0,1
47,0,2,1,1,-1,1,0,1,0,0
28,0,2,0,1,-1,1,0,0,1,1
64,0,2,1,1,-1,1,0,-1,-1,0
67,0,2,1,1,-1,1,0,-1,-1,0
16,0,1,0,0,-1,1,0,0,0,0
34,0,1,0,0,-1,1,0,0,0,0
79,0,7,1,2,-1,1,0,-1,-1,1
46,0,2,1,0,-1,0,0,-1,-1,1
22,0,2,0,1,-1,1,0,0,0,1
44,0,3,1,1,-1,1,0,0,0,0
29,0,2,0,1,-1,1,0,0,0,1
69,0,2,1,1,-1,1,0,-1,-1,0
71,0,2,1,1,-1,1,0,0,0,0
32,0,2,0,0,-1,1,0,1,0,0
20,0,1,1,0,-1,1,0,1,0,0
18,0,1,0,0,-1,1,0,1,1,1
37,0,2,1,1,-1,1,0,0,0,0
85,0,2,1,1,-1,1,0,0,0,1
34,0,2,0,0,-1,1,0,0,0,0
29,0,1,0,0,-1,1,0,-1,-1,0
